Timestamp,Age,Gender,Living Area,Class,Household Size,To what extent are your Parents involved in your education,Are your Parents literate,What is the highest level of education of your Father,What is the highest level of education of your Mother,Who is more likely to help with your homework,How likely is your Mother to help with your homework,How likely is your Father to help with your homework,How far is your school from your home,What transportation type do you get to school with,Are there famous landmarks where you live,Is the road to your home tarred,Do you have three-square meals every day,How often do you eat vegetables and fruits in your home,How often do you take vitamins,Can you say that you eat balanced diet at home,Do you take breakfast before school,Do you take food/lunch to school,What is your attendance percentage for the last school year/session,How many hours do you spend studying everyday,How many hours do you sleep everyday,How often do you exercise,What after school activities do you engage in? (Tick all that apply.),Do you engage or participate in any extracurricular activities in school,"Are you a part of any club in school? (School clubs like Jet, Press, Red Cross etc.)",Do you participate in debates and school intellectual competitions,Do you participate in sporting activities in school,"Do you have a personal smartphone or device such as laptop, tablet etc.?",Do you have access to Internet services,What is your current exams grade score,Is your academic performance balanced,What is your current position in the overall grade at school
14/05/2025 11:35:51,10 - 15 Years,Female,Urban,SS 2,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,No,Yes,Yes,No,No,65 & Above,Yes,Top 5
14/05/2025 11:37:25,15 - 20 Years,Male,Urban,SS1,6,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,No,60 & Above,Below 1Hr,7 - 8Hrs,Often,Playing,No,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 11:38:30,15 - 20 Years,Female,Urban,SS 1,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Very Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Often,Very Often,Yes,Yes,Yes,60 & Above,Below 1Hr,4 - 5Hrs,Very Often,"Playing, Reading, Sleeping",Yes,No,Yes,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 11:39:58,10 - 15 Years,Female,Urban,SS1,6,Very Involved,Yes,Waec/Ssce,Masters Degree,Mother,Very Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,No,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 11:41:43,15 - 20 Years,Female,Urban,SS 1,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Very Likely,Far,Trekking,Yes,No,No,Often,Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Very Often,"Playing, Reading, Sleeping",Yes,No,Yes,No,No,No,Between 45 - 55 %,Yes,Top 3
14/05/2025 11:42:51,10 - 15 Years,Female,Urban,SS1,6,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,After School Lessons,Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 11:44:01,15 - 20 Years,Male,Urban,SS 3,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Very Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Very Often,"After School Lessons, Playing, Reading, Sleeping",Yes,No,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 3
14/05/2025 11:46:37,10 - 15 Years,Male,Urban,SS1,12,Involved,No,Informal Education (Vocational Training),University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Not Often,Very Often,Yes,Yes,No,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,Pressing Phone,No,Yes,No,No,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 11:47:02,15 - 20 Years,Male,Semi-Urban,SS 1,6,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,4 - 5Hrs,Not Often,"After School Lessons, Reading",No,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 11:47:26,10 - 15 Years,Male,Semi-Urban,SS 1,Big,Involved,No,Phd,Waec/Ssce,Father,Likely,Very Likely,Very Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 10
14/05/2025 11:49:58,10 - 15 Years,Female,Urban,SS1,6,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Very Likely,Very Likely,Far,Private Transportation (Parents Car/Vehicle),No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 11:51:53,10 - 15 Years,Female,Urban,SS 2,Big,Very Involved,No,Phd,University Or Polytechnic Degree,Mother,Very Likely,Very Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Often,"Playing, Reading, Sleeping",Yes,No,Yes,Yes,No,No,65 & Above,Yes,Top 3
14/05/2025 11:53:05,10 - 15 Years,Male,Urban,SS1,6,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Very Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Very Often,Surfing The Web,Yes,Yes,Yes,No,No,Yes,65 & Above,Yes,Top 3
14/05/2025 11:54:17,15 - 20 Years,Female,Semi-Urban,SS2,Big,Very Involved,Yes,Phd,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"Playing, Reading, Talking",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 5
14/05/2025 11:55:50,10 - 15 Years,Male,Urban,SS1,8,Involved,Yes,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Often,Very Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Very Often,"Playing, Reading, Sleeping",No,Yes,No,Yes,No,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 11:56:11,15 - 20 Years,Male,Urban,SS3,Big,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"After School Lessons, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,No,Top 5
14/05/2025 11:56:28,10 - 15 Years,Male,Rural,SS1,Small,Very Involved,No,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,Yes,No,60 & Above,Below 1Hr,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",No,No,No,Yes,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 11:57:45,10 - 15 Years,Female,Urban,SS 3,4,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Father,Likely,Not Likely,Very Far,Trekking,No,No,No,Often,Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Playing",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 11:57:48,10 - 15 Years,Male,Urban,SS1,6,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Not Far,Trekking,No,Yes,Yes,Often,Very Often,Yes,No,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",No,Yes,No,No,No,Yes,65 & Above,Yes,Top 5
14/05/2025 11:58:01,15 - 20 Years,Female,Urban,SS2,Large,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Not Often,Not Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,Yes,No,65 & Above,Yes,Top 10
14/05/2025 11:58:39,10 - 15 Years,Female,Rural,JSS3,Small,Very Involved,Yes,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Hawking/Trading, Playing, Reading",No,No,No,Yes,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 12:00:30,10 - 15 Years,Male,Rural,SS1,Big,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Likely,Not Likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,Yes,No,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"Hawking/Trading, Playing, Reading",Yes,Yes,No,Yes,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 12:00:36,10 - 15 Years,Female,Semi-Urban,SS1,4,Very Involved,Yes,Informal Education (Vocational Training),Waec/Ssce,Mother,Very Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Very Often,Very Often,Yes,No,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,Help My Mummy In Shop,No,Yes,No,Yes,No,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 12:02:00,15 - 20 Years,Female,Rural,SS2,Big,Very Involved,Yes,Masters Degree,University Or Polytechnic Degree,Father,Likely,Likely,Very Far,Private Transportation (Parents Car/Vehicle),No,No,Yes,Often,Very Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Very Often,"After School Lessons, Hawking/Trading, Playing, Reading",Yes,No,No,Yes,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 12:03:46,10 - 15 Years,Female,Semi-Urban,SS2,Small,Very Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Not Likely,Likely,Not Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,7 - 8Hrs,Often,"Playing, Sleeping, Talking",No,No,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 12:03:58,15 - 20 Years,Male,Urban,SS2,3,Very Involved,No,Informal Education (Vocational Training),Waec/Ssce,Father,Not Likely,Likely,Not Far,Trekking,No,Yes,Yes,Not Often,Very Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,"Doing Housechores, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 5
14/05/2025 12:05:40,15 - 20 Years,Male,Semi-Urban,SS2,Big,Involved,Yes,Phd,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Often,Often,Yes,No,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Often,"Playing, Reading, Sleeping",No,No,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 12:07:01,10 - 15 Years,Male,Urban,SS2,4,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Likely,Far,Trekking,No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Often,Reading,Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 3
14/05/2025 12:08:10,10 - 15 Years,Male,Semi-Urban,SS1,Big,Very Involved,Yes,Masters Degree,Phd,Mother,Very Likely,Likely,Very Far,Private Transportation (Parents Car/Vehicle),No,No,Yes,Often,Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Playing, Reading",Yes,No,No,Yes,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 12:08:38,10 - 15 Years,Male,Urban,SS2,4,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Not Often,Very Often,No,Yes,Yes,60 & Above,3Hrs & Above,4 - 5Hrs,Very Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:10:44,10 - 15 Years,Male,Rural,JSS3,Small,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Often,Not Often,Yes,No,Yes,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,"Hawking/Trading, Playing, Pressing Phone, Sleeping",No,No,No,Yes,Yes,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 12:12:25,15 - 20 Years,Male,Urban,SS1,7,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Not Likely,Very Likely,Far,Trekking,No,Yes,Yes,Not Often,Often,Yes,No,Yes,60 & Above,Below 1Hr,4 - 5Hrs,Often,Playing,No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:16:01,10 - 15 Years,Female,Urban,SS1,8,Involved,Yes,University Or Polytechnic Degree,Informal Education (Vocational Training),Father,Not Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,4 - 5Hrs,Often,Playing,No,No,Yes,Yes,Yes,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 12:16:41,10 - 15 Years,Female,Urban,SS1,Small,Involved,Yes,Waec/Ssce,Informal Education (Vocational Training),Mother,Likely,Not Likely,Far,Trekking,No,No,Yes,Not Often,Often,Yes,Yes,No,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,"Hawking/Trading, Playing, Reading",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:19:06,15 - 20 Years,Male,Urban,SS2,4,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Very Likely,Likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,4 - 5Hrs,Not Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 12:19:07,15 - 20 Years,Female,Rural,SS1,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Likely,Not Far,Trekking,No,No,Yes,Very Often,Very Often,No,Yes,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Very Often,Playing,No,No,No,Yes,Yes,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:21:54,10 - 15 Years,Male,Urban,SS2,4,Very Involved,Yes,Phd,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,4 - 5Hrs,Often,"After School Lessons, Reading",Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 3
14/05/2025 12:27:44,15 - 20 Years,Female,Urban,SS3,3,Involved,No,Informal Education (Vocational Training),University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,4 - 5Hrs,Not Often,Helping My Parents At The Shop,No,No,No,Yes,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 12:29:22,10 - 15 Years,Male,Urban,SS 2,7,Not At All Involved,Yes,Waec/Ssce,Waec/Ssce,Father,Likely,Very Likely,Far,Trekking,Yes,Yes,No,Not Often,Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Reading, Sleeping",No,No,No,Yes,No,No,Between 45 - 55 %,No,Top 10
14/05/2025 12:31:42,15 - 20 Years,Male,Urban,SS2,8,Involved,Yes,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Far,Trekking,No,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,4 - 5Hrs,Not Often,"Hawking/Trading, Reading",Yes,No,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 12:32:43,10 - 15 Years,Female,Urban,SS 1,5,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Often,Not Often,No,Yes,No,60 & Above,Below 1Hr,6 - 7Hrs,Not Often,"Playing, Sleeping",No,Yes,No,Yes,Yes,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 12:34:12,10 - 15 Years,Female,Semi-Urban,SS2,Small,Involved,No,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,40 - 60 %,Below 1Hr,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",No,No,No,Yes,No,No,Between 45 - 55 %,Yes,Top 5
14/05/2025 12:37:23,10 - 15 Years,Male,Urban,SS1,Big,Involved,Yes,Waec/Ssce,Waec/Ssce,Mother,Very Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Not Often,Often,No,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Playing,Yes,No,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 12:39:25,10 - 15 Years,Female,Semi-Urban,SS 3,6,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Likely,Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 12:41:59,15 - 20 Years,Male,Semi-Urban,SS 2,3,Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,Trekking,No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 12:43:49,10 - 15 Years,Male,Rural,SS1,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Not Likely,Likely,Far,Trekking,Yes,No,Yes,Often,Often,No,Yes,No,40 - 60 %,Below 1Hr,7 - 8Hrs,Often,"After School Lessons, Sleeping",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:45:14,10 - 15 Years,Female,Rural,SS1,12,Not At All Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & Above,Below 1Hr,4 - 5Hrs,Not Often,Housechores,Yes,No,No,No,Yes,Yes,Between 45 - 55 %,Yes,Top 3
14/05/2025 13:03:58,10 - 15 Years,Male,Urban,SS2,6,Involved,Yes,Informal Education (Vocational Training),University Or Polytechnic Degree,Mother,Very Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,Below 1Hr,4 - 5Hrs,Not Often,Playing,No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:07:35,10 - 15 Years,Female,Urban,SS2,6,Involved,Yes,Informal Education (Vocational Training),Waec/Ssce,Mother,Very Likely,Not Likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Often,Reading,No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:07:46,15 - 20 Years,Female,Urban,SS 2,5,Very Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 5
14/05/2025 13:10:46,15 - 20 Years,Female,Urban,SS2,5,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,"Reading, Sleeping",No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:11:24,10 - 15 Years,Male,Urban,SS 1,4,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Very Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Not Often,Not Often,No,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 13:13:53,10 - 15 Years,Female,Semi-Urban,SS 3,4,Not At All Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Mother,Very Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Not Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"After School Lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 5
14/05/2025 13:14:25,15 - 20 Years,Male,Urban,SS2,4,Very Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,Father,Likely,Very Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,Vocational Training,Yes,Yes,Yes,No,Yes,Yes,Between 55 - 65 %,Yes,Top 3
14/05/2025 13:14:41,15 - 20 Years,Male,Urban,SS 2,4,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 13:18:17,15 - 20 Years,Female,Urban,SS2,4,Involved,Yes,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & Above,Below 1Hr,4 - 5Hrs,Often,"Playing, Reading",No,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:18:39,15 - 20 Years,Female,Urban,SS 2,6,Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,Trekking,Yes,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 13:19:37,15 - 20 Years,Female,Rural,SS 2,7,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,Trekking,No,No,Yes,Often,Often,No,Yes,No,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,"Hawking/Trading, Sleeping",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 13:22:25,10 - 15 Years,Female,Rural,SS2,5,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Not Often,Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Reading,Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 3
14/05/2025 13:22:57,15 - 20 Years,Male,Rural,SS 1,5,Not At All Involved,Yes,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,No,No,No,Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Hawking/Trading, Reading",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
