Timestamp,Age,Gender,Living Area,Class,Household Size,To what extent are your Parents involved in your education,Are your Parents literate,What is the highest level of education of your Father,What is the highest level of education of your Mother,Who is more likely to help with your homework,How likely is your Mother to help with your homework,How likely is your Father to help with your homework,How far is your school from your home,What transportation type do you get to school with,Are there famous landmarks where you live,Is the road to your home tarred,Do you have three-square meals every day,How often do you eat vegetables and fruits in your home,How often do you take vitamins,Can you say that you eat balanced diet at home,Do you take breakfast before school,Do you take food/lunch to school,What is your attendance percentage for the last school year/session,How many hours do you spend studying everyday,How many hours do you sleep everyday,How often do you exercise,What after school activities do you engage in? (Tick all that apply.),Do you engage or participate in any extracurricular activities in school,"Are you a part of any club in school? (School clubs like Jet, Press, Red Cross etc.)",Do you participate in debates and school intellectual competitions,Do you participate in sporting activities in school,"Do you have a personal smartphone or device such as laptop, tablet etc.?",Do you have access to Internet services,What is your current exams grade score,Is your academic performance balanced,What is your current position in the overall grade at school
14/05/2025 11:39:58,10 - 15 years,Female,Urban,SS1 ,6,Very Involved,Yes,WAEC/SSCE,Masters Degree,Mother,Very likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,No,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 11:41:43,15 - 20 years,Female,Urban,SSS 1 ,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Very likely,Very likely,Far,Trekking,Yes,No,No,Often,Often,Yes,Yes,Yes,60 & above,Below 1hr,7 - 8hrs,Very Often,"Reading, Playing, Sleeping",Yes,No,Yes,No,No,No,Between 45 - 55 %,Yes,Top 3
14/05/2025 11:42:51,10 - 15 years,Female,Urban,SS1 ,6,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Very likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,After school lessons,Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 11:44:01,15 - 20 years,Male,Urban,SSS 3,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Very likely,Very likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,Below 1hr,7 - 8hrs,Very Often,"After school lessons, Reading, Playing, Sleeping",Yes,No,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 3
14/05/2025 11:46:37,10 - 15 years,Male,Urban,SS1 ,12,Involved,No,Informal Education (Vocational Training),University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Very Often,Yes,Yes,No,60 & above,Below 1hr,7 - 8hrs,Not Often,Pressing phone ,No,Yes,No,No,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 11:47:02,15 - 20 years,Male,Semi-urban,SSS 1,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,4 - 5hrs,Not Often,"After school lessons, Reading",No,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 11:47:26,10 - 15 years,Male,Semi-urban,SSS 1 ,Big ,Involved,No,PhD,WAEC/SSCE,Father,Likely,Very likely,Very Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,No,Yes,65 & above,Yes,Top 10
14/05/2025 11:49:58,10 - 15 years,Female,Urban,Ss1,6,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Very likely,Very likely,Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 11:51:53,10 - 15 years,Female,Urban,SSS 2,Big ,Very Involved,No,PhD,University or Polytechnic Degree,Mother,Very likely,Very likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,Below 1hr,7 - 8hrs,Often,"Reading, Playing, Sleeping",Yes,No,Yes,Yes,No,No,65 & above,Yes,Top 3
14/05/2025 11:53:05,10 - 15 years,Male,Urban,SS1 ,6,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Very likely,Very likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,No,60 & above,Between 1hr - 3hrs,7 - 8hrs,Very Often,Surfing the web ,Yes,Yes,Yes,No,No,Yes,65 & above,Yes,Top 3
14/05/2025 11:54:17,15 - 20 years,Female,Semi-urban,Ss2,Big,Very Involved,Yes,PhD,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,"Reading, Playing, Talking ",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 5
14/05/2025 11:55:50,10 - 15 years,Male,Urban,SS1 ,8,Involved,Yes,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Very Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Very Often,"Reading, Playing, Sleeping",No,Yes,No,Yes,No,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 11:56:11,15 - 20 years,Male,Urban,SS3 ,Big,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"After school lessons, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,No,Top 5
14/05/2025 11:56:28,10 - 15 years,Male,Rural,Ss1,Small ,Very Involved,No,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,Yes,No,60 & above,Below 1hr,6 - 7hrs,Not Often,"After school lessons, Reading, Playing",No,No,No,Yes,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 11:57:45,10 - 15 years,Female,Urban,SSS 3,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Father,Likely,Not likely,Very Far,Trekking,No,No,No,Often,Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Playing",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 11:57:48,10 - 15 years,Male,Urban,SS1 ,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Very likely,Not Far,Trekking,No,Yes,Yes,Often,Very Often,Yes,No,Yes,60 & above,Below 1hr,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",No,Yes,No,No,No,Yes,65 & above,Yes,Top 5
14/05/2025 11:58:01,15 - 20 years,Female,Urban,Ss2,Large,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,Yes,Not Often,Not Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,Yes,No,65 & above,Yes,Top 10
14/05/2025 11:58:39,10 - 15 years,Female,Rural,Jss3,Small,Very Involved,Yes,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing, Hawking/Trading",No,No,No,Yes,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 12:00:30,10 - 15 years,Male,Rural,Ss1,Big,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,Yes,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,"Reading, Playing, Hawking/Trading",Yes,Yes,No,Yes,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 12:00:36,10 - 15 years,Female,Semi-urban,SS1 ,4,Very Involved,Yes,Informal Education (Vocational Training),WAEC/SSCE,Mother,Very likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,Yes,Very Often,Very Often,Yes,No,Yes,60 & above,Below 1hr,7 - 8hrs,Not Often,Help my mummy in shop,No,Yes,No,Yes,No,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 12:02:00,15 - 20 years,Female,Rural,Ss2,Big,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Father,Likely,Likely,Very Far,Private transportation (Parents car/vehicle),No,No,Yes,Often,Very Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Very Often,"After school lessons, Reading, Playing, Hawking/Trading",Yes,No,No,Yes,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 12:03:46,10 - 15 years,Female,Semi-urban,Ss2,Small ,Very Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Not likely,Likely,Not Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Below 1hr,7 - 8hrs,Often,"Playing, Sleeping, Talking ",No,No,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 12:03:58,15 - 20 years,Male,Urban,Ss2,3,Very Involved,No,Informal Education (Vocational Training),WAEC/SSCE,Father,Not likely,Likely,Not Far,Trekking,No,Yes,Yes,Not Often,Very Often,Yes,Yes,Yes,60 & above,Below 1hr,7 - 8hrs,Not Often,"Reading, Playing, Sleeping, Doing housechores",Yes,Yes,Yes,Yes,No,Yes,65 & above,Yes,Top 5
14/05/2025 12:05:40,15 - 20 years,Male,Semi-urban,Ss2,Big,Involved,Yes,PhD,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,Yes,Often,Often,Yes,No,Yes,60 & above,Below 1hr,7 - 8hrs,Often,"Reading, Playing, Sleeping",No,No,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 12:07:01,10 - 15 years,Male,Urban,Ss2,4,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Likely,Far,Trekking,No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,Below 1hr,6 - 7hrs,Often,Reading,Yes,Yes,Yes,Yes,No,Yes,65 & above,Yes,Top 3
14/05/2025 12:08:10,10 - 15 years,Male,Semi-urban,Ss1,Big,Very Involved,Yes,Masters Degree,PhD,Mother,Very likely,Likely,Very Far,Private transportation (Parents car/vehicle),No,No,Yes,Often,Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Hawking/Trading",Yes,No,No,Yes,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 12:08:38,10 - 15 years,Male,Urban,Ss2 ,4,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Very Often,No,Yes,Yes,60 & above,3hrs & above,4 - 5hrs,Very Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:10:44,10 - 15 years,Male,Rural,Jss3,Small,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Often,Not Often,Yes,No,Yes,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,"Playing, Sleeping, Hawking/Trading, Pressing phone ",No,No,No,Yes,Yes,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 12:12:25,15 - 20 years,Male,Urban,SS1 ,7,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Not likely,Very likely,Far,Trekking,No,Yes,Yes,Not Often,Often,Yes,No,Yes,60 & above,Below 1hr,4 - 5hrs,Often,Playing,No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:16:01,10 - 15 years,Female,Urban,SS1 ,8,Involved,Yes,University or Polytechnic Degree,Informal Education (Vocational Training),Father,Not likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,40 - 60 %,Below 1hr,4 - 5hrs,Often,Playing,No,No,Yes,Yes,Yes,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 12:16:41,10 - 15 years,Female,Urban,Ss1,Small ,Involved,Yes,WAEC/SSCE,Informal Education (Vocational Training),Mother,Likely,Not likely,Far,Trekking,No,No,Yes,Not Often,Often,Yes,Yes,No,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,"Reading, Playing, Hawking/Trading",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:19:06,15 - 20 years,Male,Urban,Ss2,4,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Very likely,Likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,3hrs & above,4 - 5hrs,Not Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 12:19:07,15 - 20 years,Female,Rural,Ss1,Big,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Very likely,Likely,Not Far,Trekking,No,No,Yes,Very Often,Very Often,No,Yes,No,60 & above,Between 1hr - 3hrs,7 - 8hrs,Very Often,Playing,No,No,No,Yes,Yes,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:21:54,10 - 15 years,Male,Urban,Ss2,4,Very Involved,Yes,PhD,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,3hrs & above,4 - 5hrs,Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,No,Yes,65 & above,Yes,Top 3
14/05/2025 12:27:44,15 - 20 years,Female,Urban,Ss3,3,Involved,No,Informal Education (Vocational Training),University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,Helping my parents at the shop,No,No,No,Yes,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 12:29:22,10 - 15 years,Male,Urban,SSS 2 ,7,Not at all involved,Yes,WAEC/SSCE,WAEC/SSCE,Father,Likely,Very likely,Far,Trekking,Yes,Yes,No,Not Often,Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Sleeping, Hawking/Trading",No,No,No,Yes,No,No,Between 45 - 55 %,No,Top 10
14/05/2025 12:31:42,15 - 20 years,Male,Urban,Ss2,8,Involved,Yes,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Not likely,Far,Trekking,No,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,4 - 5hrs,Not Often,"Reading, Hawking/Trading",Yes,No,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 12:32:43,10 - 15 years,Female,Urban,SSS 1,5,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Not Often,No,Yes,No,60 & above,Below 1hr,6 - 7hrs,Not Often,"Playing, Sleeping",No,Yes,No,Yes,Yes,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 12:34:12,10 - 15 years,Female,Semi-urban,Ss2,Small ,Involved,No,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,40 - 60 %,Below 1hr,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",No,No,No,Yes,No,No,Between 45 - 55 %,Yes,Top 5
14/05/2025 12:37:23,10 - 15 years,Male,Urban,Ss1,Big ,Involved,Yes,WAEC/SSCE,WAEC/SSCE,Mother,Very likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,Yes,Not Often,Often,No,No,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,Playing,Yes,No,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 12:39:25,10 - 15 years,Female,Semi-urban,SSS 3,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 12:41:59,15 - 20 years,Male,Semi-urban,SSS 2 ,3,Involved,Yes,WAEC/SSCE,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,Trekking,No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 12:43:49,10 - 15 years,Male,Rural,Ss1,Big ,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Not likely,Likely,Far,Trekking,Yes,No,Yes,Often,Often,No,Yes,No,40 - 60 %,Below 1hr,7 - 8hrs,Often,"After school lessons, Sleeping",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 12:45:14,10 - 15 years,Female,Rural,Ss1,12,Not at all involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,Below 1hr,4 - 5hrs,Not Often,Housechores,Yes,No,No,No,Yes,Yes,Between 45 - 55 %,Yes,Top 3
14/05/2025 13:03:58,10 - 15 years,Male,Urban,Ss2 ,6,Involved,Yes,Informal Education (Vocational Training),University or Polytechnic Degree,Mother,Very likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,Below 1hr,4 - 5hrs,Not Often,Playing,No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:07:35,10 - 15 years,Female,Urban,Ss2,6,Involved,Yes,Informal Education (Vocational Training),WAEC/SSCE,Mother,Very likely,Not likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & above,Below 1hr,6 - 7hrs,Often,Reading,No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:07:46,15 - 20 years,Female,Urban,S.S.S 2,5,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 5
14/05/2025 13:10:46,15 - 20 years,Female,Urban,Ss2 ,5,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & above,Below 1hr,7 - 8hrs,Not Often,"Reading, Sleeping",No,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:11:24,10 - 15 years,Male,Urban,S.S.S 1,4,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Very likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,No,Not Often,Not Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 10
14/05/2025 13:13:53,10 - 15 years,Female,Semi-urban,SSS 3 ,4,Not at all involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Very likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Not Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 5
14/05/2025 13:14:25,15 - 20 years,Male,Urban,Ss2,4,Very Involved,Yes,WAEC/SSCE,University or Polytechnic Degree,Father,Likely,Very likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,vocational training ,Yes,Yes,Yes,No,Yes,Yes,Between 55 - 65 %,Yes,Top 3
14/05/2025 13:14:41,15 - 20 years,Male,Urban,S.S.S 2,4,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 10
14/05/2025 13:18:17,15 - 20 years,Female,Urban,Ss2,4,Involved,Yes,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & above,Below 1hr,4 - 5hrs,Often,"Reading, Playing",No,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:18:39,15 - 20 years,Female,Urban,S.S.S 2,6,Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,Trekking,Yes,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 10
14/05/2025 13:19:37,15 - 20 years,Female,Rural,SSS 2 ,7,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,Trekking,No,No,Yes,Often,Often,No,Yes,No,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 13:22:25,10 - 15 years,Female,Rural,Ss2,5,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,Reading,Yes,Yes,Yes,Yes,No,Yes,65 & above,Yes,Top 3
14/05/2025 13:22:57,15 - 20 years,Male,Rural,SSS 1 ,5,Not at all involved,Yes,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,Trekking,No,No,No,Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Hawking/Trading",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 13:23:03,10 - 15 years,Female,Urban,S.S.S 1,4,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Very likely,Very likely,Not Far,Trekking,Yes,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 5
14/05/2025 13:25:45,10 - 15 years,Male,Urban,SSS1,5,Very Involved,Yes,University or Polytechnic Degree,Masters Degree,Mother,Very likely,Likely,Not Far,Trekking,Yes,No,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 5
14/05/2025 13:25:58,10 - 15 years,Female,Rural,SSS 2 ,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Father,Likely,Very likely,Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
14/05/2025 13:27:51,15 - 20 years,Female,Urban,Ss2 ,3,Very Involved,Yes,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Often,Often,Yes,No,Yes,40 - 60 %,Below 1hr,7 - 8hrs,Not Often,"After school lessons, Sleeping",No,Yes,No,No,Yes,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 13:27:58,10 - 15 years,Male,Urban,SSS 1,3,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Very likely,Very likely,Not Far,Private transportation (Parents car/vehicle),Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Sleeping",Yes,Yes,No,Yes,Yes,Yes,65 & above,Yes,Top 5
14/05/2025 13:30:04,10 - 15 years,Male,Urban,SSS 1,6,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Very likely,Very likely,Not Far,Private transportation (Parents car/vehicle),Yes,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 10
